"latitude","longitude","id","prix","surface_terrain","surface_plancher","valeur_sup","dist_transport","dist_ocean","dist_eau","dist_business_district","dist_centre","dist_autoroute","age_maison","bruit_fort","mois_vente","qualite_structure"
25.9294058818,-80.1394298492,"722150011530_7",1830000,817.539947974731,439.334819769602,31661,398.448532144184,1868.41622501311,3.16990680915764,17721.7602549469,15381.4546335936,4431.34683996339,16,0,7,5
25.9295632763,-80.142110763,"722150011950_1",1900000,854.700854700855,398.457822370866,21507,318.060200668896,2137.73638429885,10.6069958614121,17663.8180160603,15419.4935153035,4241.60962951141,36,0,1,4
25.9302875937,-80.138128165,"722150011240_11",1100000,817.539947974731,234.113712374582,20962,428.920475659606,1751.00775358162,0,17856.6032138288,15473.7781694104,4444.42270555116,31,0,11,4
25.9333969996,-80.1388211567,"722100010740_5",1375000,854.700854700855,277.870680044593,28567,380.694908955779,1855.8889971423,3.20038668232262,18163.3526573611,15821.3706429838,4140.78220908166,35,0,5,4
25.9334230059,-80.1380844211,"722100010710_12",1425000,854.700854700855,248.60646599777,26650,402.238944630249,1782.76778141952,3.59662503346732,18188.3461533564,15820.6086461546,4191.31783878919,42,0,12,4
25.9344503278,-80.138452801,"722100011000_1",1270000,817.539947974731,286.324786324786,21648,382.116313638053,1823.27553285578,4.75486021373646,18286.186546216,15936.1578453231,4085.4002795409,45,0,1,4
25.9348715318,-80.1390075282,"722100011160_11",1250000,868.636194723151,277.777777777778,46641,361.566332218506,1879.66329821098,3.3527860481475,18314.3499490204,15986.0838775673,4012.43146318394,27,0,11,4
25.9354297416,-80.1397173463,"722100011310_10",1300000,817.539947974731,283.723522853958,26327,335.832404310665,1952.63211456794,3.10894706282768,18352.9984281936,16051.6765646183,3918.98017206012,29,0,10,4
25.9374973065,-80.139083998,"722100011740_12",1200000,817.539947974731,272.38944630249,34031,335.312151616499,1905.54071052805,3.41374579447746,18590.1318414171,16276.3741895905,3808.00295386644,30,0,12,4
25.9477512441,-80.1229052716,"3122020060690_7",2100000,1103.30732069863,328.595317725753,27568,732.905982905983,372.799328680837,7.68092803757428,19273.0943594248,17401.8739860805,4609.89793696383,28,0,7,4
25.9486101547,-80.123784232,"3122020060590_7",9e+05,1260.68376068376,196.11668524712,2801,696.943515421776,460.276564664322,66.5070832459805,19175.223486692,17497.7331871843,4465.11853943018,47,0,7,2
25.9488947784,-80.1229069885,"3122020060470_2",715000,696.767001114827,380.713489409142,0,733.063916759569,391.605410423628,117.926629275297,19151.753984355,17533.3641589142,4565.51924163562,61,0,2,4
25.9510053572,-80.1214113119,"3122020510020_2",1600000,408.955778520996,286.975102192494,36292,776.950947603122,247.83184870443,203.788431981038,18943.0278129212,17782.7200012769,4633.82463739833,1,0,2,5
25.9513415656,-80.1213901256,"3122020510050_6",1550000,408.955778520996,286.975102192494,35539,777.963582311408,246.704093397326,203.605552742048,18906.2386060111,17820.0273660308,4625.07691379999,1,0,6,5
25.9514535589,-80.1213818659,"3122020510060_5",1650000,408.955778520996,286.975102192494,35539,778.307320698625,246.429774538841,203.392193629893,18893.9856969988,17832.432674409,4622.21180572248,1,0,5,5
25.956549643,-80.122559504,"3122020330580_10",1200000,677.257525083612,363.433667781494,37296,749.108138238573,373.287006651477,100.217822966445,18311.1190824649,18311.1190824649,4374.92859473502,19,0,10,5
25.9566388427,-80.1239600693,"3122020330710_11",1385000,548.494983277592,341.694537346711,1292,703.697510219249,506.331653016603,46.2684474644355,18294.873310068,18294.873310068,4230.36255631353,10,0,11,5
25.956810508,-80.1230802948,"3122020330780_12",1200000,516.908212560386,276.662950575994,31117,729.031958379785,419.951692467057,78.3332740339916,18284.4796733187,18284.4796733187,4307.53759516725,9,0,12,5
25.9569408865,-80.1211070009,"3122020330930_7",1100000,510.962467484207,243.961352657005,36208,794.89966555184,232.317593263457,121.340375069775,18283.0166394068,18283.0166394068,4511.84418499209,10,0,7,5
25.9595193828,-80.1215048651,"1912350040230_5",2600000,1219.34225195095,323.48569305091,42460,779.069119286511,263.803302242878,5.73021615501573,17996.0486335586,17996.0486335586,4410.1938079869,30,0,5,4
25.9603194522,-80.1296975372,"2822020320520_10",1650000,756.596060943887,248.42066146414,39943,534.856930509104,1092.33769448646,102.442853707489,17828.8360493755,17828.8360493755,3602.66004835399,22,0,10,5
25.960574499,-80.1294208202,"2822020320530_12",1250000,583.983649201041,280.100334448161,34153,541.016350798959,1061.70542195565,93.0550527726757,17805.0007885605,17805.0007885605,3616.68079000988,18,0,12,5
25.9616156315,-80.1290411497,"2822020320360_11",1365000,464.511334076552,335.470085470086,32658,555.128205128205,1025.86109111364,166.145788622291,17702.7103342188,17702.7103342188,3645.0270720533,18,0,11,5
25.966154153,-80.1220130305,"1912350050760_5",2600000,1482.9988851728,251.486436269045,185,770.93088071349,333.724131283336,0,17258.6185822051,17258.6185822051,4304.15432924594,77,0,5,4
25.9678166313,-80.1384572549,"2812340751260_1",1189900,435.897435897436,300.631735414344,0,274.191750278707,2005.78901336766,497.858248276739,16964.0610879388,16964.0610879388,2665.64778751625,17,0,1,5
25.9679820173,-80.1386415792,"2812340751240_1",1100000,363.433667781494,291.99182460052,0,270.076179858789,2020.99847007698,512.823866000743,16954.0941694138,16954.0941694138,2650.9869685239,17,0,1,5
25.9681911665,-80.1260508411,"2812350640200_12",1060000,650.780379041249,266.44370122631,23100,653.734671125976,767.300327055138,36.9720861491175,16988.0487481196,16988.0487481196,3909.62285099847,24,0,12,5
25.968266027,-80.1259119136,"2812350640210_6",925000,650.315867707172,260.312151616499,0,657.450761798588,753.066226287094,41.0868690263894,16980.6421389405,16980.6421389405,3921.66240089864,25,0,6,5
25.9687092531,-80.1279746853,"2812350560130_10",860000,371.794871794872,237.179487179487,0,595.680044593088,964.230787574057,98.3890305765467,16926.8146829312,16926.8146829312,3718.54452612723,25,0,10,5
25.968746686,-80.1262723241,"2812350640160_11",9e+05,529.821627647715,260.312151616499,19250,647.054998141955,790.038312436212,65.0745292072265,16930.6856268231,16930.6856268231,3887.03726498322,23,0,11,5
25.9688195691,-80.1375010799,"2812340751580_9",747000,284.559643255295,230.955035302861,0,305.852842809365,1918.34225725734,433.271397040152,16857.7777702125,16857.7777702125,2767.54200350677,16,0,9,5
25.9689460763,-80.1262628707,"2812350560490_11",875000,378.205128205128,282.515793385359,0,648.792270531401,793.452058230689,39.5628753681405,16909.5630747198,16909.5630747198,3892.70652139191,23,0,11,5
25.968949375,-80.1279847438,"2812350560110_12",8e+05,371.794871794872,266.44370122631,0,595.707915273133,963.804069349747,72.7859371179658,16901.3030290921,16901.3030290921,3718.54452612723,25,0,12,5
25.9691836022,-80.125976757,"2812350560770_6",940000,371.794871794872,260.312151616499,0,657.376439985136,761.692030392783,3.47470554080741,16884.0209410075,16884.0209410075,3920.86992419635,24,0,6,5
25.9709959518,-80.1381229916,"2812340780720_9",750000,309.82905982906,219.713861018209,0,288.285024154589,1974.27282451507,542.93798068774,16615.6151779167,16615.6151779167,2714.87278267769,15,0,9,5
25.9717992103,-80.1362515606,"2812340781940_3",1075000,412.393162393162,279.91452991453,0,348.42066146414,1797.94675825568,347.622953446566,16527.3149853578,16527.3149853578,2916.00946569338,15,0,3,5
25.9718088515,-80.1361301575,"2812340781930_2",897000,419.17502787068,244.611668524712,0,352.146042363434,1786.33392657982,338.326592131248,16526.796827514,16526.796827514,2928.35381432519,15,0,2,5
25.9720719756,-80.1373107473,"2812340781750_4",1100000,414.901523597176,240.245261984392,0,313.266443701226,1898.49985982694,413.307080117092,16502.5348484747,16502.5348484747,2802.80721675865,15,0,4,5
25.9724851077,-80.1381998368,"2812340781680_6",842000,282.051282051282,219.713861018209,0,289.50204384987,1998.56528342756,475.211702515161,16450.7800238405,16450.7800238405,2726.7904130852,14,0,6,5
25.9743818667,-80.1197463899,"1912350010160_4",2400000,1002.97287253809,445.559271646228,31937,849.256781865477,132.800807379806,95.341043260049,16382.9927859216,16382.9927859216,4570.21314210303,13,0,4,5
25.8872805164,-80.1766668286,"622290280100_2",355000,947.603121516165,115.663322185061,1112,117.186919360832,5553.12809192721,1264.27465901009,12336.8505830172,11644.5002640748,3230.95799510709,21,0,2,2
25.8880848848,-80.1754943188,"622290310550_5",285000,700.48309178744,99.3125232255667,912,93.9334819769603,5422.91807376643,1149.97513464143,12451.2110671322,11688.6656002908,3344.80032137828,69,0,5,4
25.8881396567,-80.178057756,"622290280320_1",252500,1000.74321813452,102.285395763657,1110,167.567818654775,5684.64874463409,1195.32918591091,12413.9951419978,11786.5059931504,3096.0540764789,26,0,1,2
25.888513353,-80.1780707877,"622290280170_5",225000,991.638795986622,175.492382014121,5215,173.002601263471,5680.50348188365,1212.82463310761,12455.6611286143,11826.708945855,3096.54175444954,69,0,5,2
25.8894233843,-80.1735801883,"622290150270_6",108000,674.470457079153,81.5681902638424,158,57.9988851727982,5213.46038537671,910.586210803697,12624.9158642994,11752.4904546983,3543.59005416026,67,0,6,1
25.891947374,-80.1836685926,"622300070070_12",155000,870.680044593088,157.840951319212,5526,375.631735414344,6206.03745499419,904.093997819556,12780.8204155383,12405.3998177653,2554.67056932257,71,0,12,2
25.8922233665,-80.1789822571,"622300130010_12",118000,671.683389074693,116.034931252323,1214,248.29988851728,5731.31343044967,1279.81939432423,12861.9273580303,12246.7825578147,3020.15919229811,58,0,12,2
25.8925468499,-80.1813693147,"622300050680_10",195000,845.410628019324,125.696767001115,2428,319.96469713861,5972.16538819932,1139.00238030204,12865.7068623027,12369.3116479379,2787.96351852731,67,0,10,2
25.8928846136,-80.1823566821,"622300050620_6",210000,877.926421404682,110.832404310665,3809,351.783723522854,6067.04923336189,1068.65483303727,12894.6627418095,12443.9263774458,2688.90393074113,67,0,6,2
25.8929885539,-80.1799318737,"622300050390_6",160000,975.473801560758,84.9126718691936,0,284.810479375697,5823.69792601272,1287.98800033245,12927.276206096,12354.5289094529,2932.46859720247,81,0,6,1
25.8930362491,-80.1746674346,"622290350110_8",155000,764.028242289112,174.563359345968,2945,137.56038647343,5295.69508317582,839.171867978155,13001.0070192821,12163.4505845817,3458.15496967883,66,0,8,4
25.8932987116,-80.174677389,"622290350120_4",289000,751.57933853586,225.845410628019,23707,141.397250092902,5295.14644545884,835.361883832533,13030.2067377741,12191.4615880203,3458.64264764947,46,0,4,4
25.8937648873,-80.1767658574,"622290360030_2",180000,459.866220735786,108.416945373467,293,206.465997770346,5498.23384035709,1034.66977445832,13060.9304499244,12322.2812036444,3249.73359697671,70,0,2,4
25.8938034675,-80.1733939074,"622290390031_3",240000,636.380527684876,122.63099219621,4920,112.290969899666,5168.28921334621,704.96898643276,13098.6645329027,12192.894142059,3595.00960018958,0,0,3,2
25.8939203602,-80.1800035795,"622300110220_3",250000,823.29988851728,167.59568933482,3259,299.405425492382,5827.08119193403,1331.81805794368,13028.8351434817,12451.9425840882,2932.07235885132,69,0,3,4
25.8951199577,-80.1734168625,"622290250210_4",260000,996.376811594203,174.377554812337,1731,129.227053140097,5159.66340924052,696.068863468586,13241.5846581732,12328.8038965017,3595.22295930173,21,0,4,2
25.8951199577,-80.1734168625,"622290250210_8",285000,996.376811594203,174.377554812337,1731,129.227053140097,5159.66340924052,696.068863468586,13241.5846581732,12328.8038965017,3595.22295930173,21,0,8,2
25.8951761516,-80.1851394069,"622300061310_4",179000,641.025641025641,122.352285395764,906,461.148272017837,6337.31426871575,942.407198387933,13129.7235236578,12793.6219622676,2425.46638697623,26,0,4,2
25.8952027125,-80.1715830055,"622290260230_4",175000,844.29580081754,130.434782608696,990,80.5369751021925,4977.7900060651,514.195460293167,13278.861543054,12275.098359985,3780.93682649594,67,0,4,2
25.8954311735,-80.179037496,"622290500251_3",305000,884.894091415831,114.083983649201,26063,291.480862133036,5721.68179052954,1257.78244602595,13205.8927266971,12568.3147398321,3033.90561509551,21,0,3,2
25.8955446743,-80.1757701797,"622290180040_10",216000,1486.99368264586,158.955778520996,0,199.21033073207,5388.14053848519,924.302153727936,13254.4166847757,12454.4114538145,3355.834035464,70,0,10,2
25.8957279461,-80.1716107595,"622290260140_3",2e+05,832.40431066518,150.222965440357,70,89.5484949832776,4977.7900060651,513.890661561517,13336.0113052383,12330.90700775,3780.26626928631,67,0,3,4
25.8960459609,-80.1732342977,"622290250060_11",291500,975.473801560758,152.173913043478,0,137.941285767373,5138.87613574201,674.611032760443,13345.5819854121,12418.5366430994,3618.23526354129,21,0,11,4
25.8960551672,-80.1730001514,"622290250070_9",280000,975.473801560758,124.767744332962,1140,131.428836863619,5114.27887809787,650.013775116306,13349.6967682894,12410.9776345544,3640.60749044438,21,0,9,2
25.8964786893,-80.1751765451,"622290130230_7",269000,724.63768115942,143.62690449647,2761,198.086213303605,5334.40452209534,871.785332264681,13368.9905280028,12534.6344799848,3427.61413676752,21,0,7,4
25.8965755247,-80.1732584037,"622290230660_8",266500,954.570791527313,141.954663693794,2943,147.138610182088,5140.12581054177,678.481976652395,13403.5851840451,12474.8634487082,3618.23526354129,59,0,8,4
25.8968126479,-80.1789209293,"622290500411_5",260000,710.702341137124,135.544407283538,1900,306.540319583798,5704.21682320601,1243.97506348222,13368.5638097785,12713.0941373657,3049.57226990231,21,0,5,2
25.8968452287,-80.1761042185,"622290130130_7",180000,724.63768115942,123.467112597547,3935,228.985507246377,5427.85581321916,967.949332100184,13396.3309742318,12605.0429869959,3337.05843359437,69,0,7,2
25.8970000292,-80.1720956497,"622290230390_7",3e+05,763.656633221851,198.903753251579,1439,125.42735042735,5025.82628617311,571.009943872685,13467.9891560427,12480.4107856243,3739.24036000625,65,0,7,4
25.8980593349,-80.1819714401,"622290491710_4",167500,636.380527684876,129.598662207358,1493,409.438870308436,6007.91827942184,1265.98153190733,13469.7265088131,12952.9402593009,2756.26445043573,67,0,4,2
25.8982585826,-80.1683641276,"622290220750_12",230000,869.565217391304,98.0118914901524,3042,66.2671869193608,4632.5444827254,300.470589660346,13669.3391981705,12493.2428122267,4105.36459646396,26,0,12,2
25.8983020474,-80.1758263284,"622290510350_3",130000,846.432552954292,83.7978446674099,880,244.84392419175,5390.06077049459,966.791096919915,13558.9715774402,12744.6712859646,3370.83013306117,67,0,3,1
25.8983096461,-80.1756232175,"622290510360_4",135000,846.432552954292,221.943515421776,0,239.26049795615,5368.35910080112,945.577105197091,13562.1110043761,12737.6304352635,3389.81909404295,67,0,4,2
25.8984741482,-80.1784993095,"622290491090_2",122000,578.502415458937,86.1204013377926,2206,318.952062430323,5650.11504833817,1228.55224766074,13557.3256642892,12868.5414905071,3097.97430848829,66,0,2,2
25.89925744,-80.1752729481,"622290510170_10",155000,797.101449275362,122.909698996656,1369,248.327759197324,5328.64382606716,946.156222787225,13670.4364736045,12823.6141574619,3430.99740268883,66,0,10,2
25.8995099212,-80.1782129693,"622290492282_6",160000,802.025269416574,144.091415830546,4466,327.657004830918,5619.14749720255,1231.14303687976,13664.61481783,12955.8358472516,3135.55599210071,36,0,6,2
25.9008043265,-80.1700110235,"622200050270_3",247500,707.915273132664,160.813823857302,75,161.008918617614,4796.98339845046,610.66425886032,13919.3351178697,12814.3787558929,3967.50413013876,26,0,3,2
25.9010165372,-80.1856294488,"622190070420_1",105000,713.489409141583,106.280193236715,4314,552.155332590115,6359.16833777504,920.796968313964,13777.2379491746,13404.1643016352,2405.07535182886,61,0,1,1
25.9012806298,-80.169971446,"622200050520_10",185000,846.153846153846,204.942400594575,1565,170.20624303233,4790.03398736884,640.504054688833,13970.9070632648,12862.0187976498,3972.92954756213,61,0,10,2
25.9016786372,-80.170371522,"622200050470_2",289000,981.047937569677,148.272017837235,33845,187.699739873653,4827.76807034708,697.836696112155,14006.964753219,12915.2366561958,3933.30571244766,39,0,2,2
25.9017514891,-80.1824870241,"622190071130_7",145000,836.120401337793,110.73950204385,0,479.43143812709,6044.55508696614,1238.36676681986,13875.7793791169,13350.8245235965,2724.26058361251,69,0,7,1
25.9019343324,-80.1781129652,"622190070870_4",180000,758.082497212932,166.852471200297,1083,372.473058342624,5606.04115174161,1332.061896929,13935.1236921691,13204.9478506289,3163.99371376363,36,0,4,2
25.9021546567,-80.1807316738,"622190070990_4",275000,843.273875882572,160.720921590487,3246,441.499442586399,5868.38142007257,1417.74082039575,13934.178816101,13324.1851144503,2904.57951325651,64,0,4,2
25.902195306,-80.1704385656,"622200061121_7",240000,968.50613154961,156.261612783352,20511,201.012634708287,4835.87571660897,741.209555625918,14061.7675651696,12971.2586630731,3932.08651752106,61,0,7,2
25.9022042216,-80.179596393,"622190070940_8",276000,836.120401337793,140.932738758826,2184,413.795986622074,5753.80757684542,1476.14025737985,13949.2968331908,13286.0547931209,3017.96464143023,41,0,8,2
25.9023291054,-80.1670504727,"622200060960_12",215000,903.939056112969,107.209215904868,2445,128.019323671498,4497.12240625341,488.866685693071,14133.7915054585,12886.1893370696,4272.72958001285,41,0,12,2
25.9025868631,-80.1700056486,"622200061110_8",300033,968.50613154961,206.150130063174,5168,200.037160906726,4792.44189734887,739.289323616524,14111.724077287,12999.513505497,3978.90360270247,31,0,8,4
25.9026909427,-80.1807482972,"622190080090_7",245000,903.753251579339,132.292827945002,2852,452.118171683389,5869.50917537968,1419.32577380033,13994.5289649677,13380.0242420886,2908.90765524594,21,0,7,4
25.9026971799,-80.1670736582,"622200060990_9",225000,903.939056112969,129.970271274619,0,136.073950204385,4499.22551750179,516.329051414715,14174.6040556264,12925.3864539598,4273.88781519312,66,0,9,2
25.9029284577,-80.1838590358,"622190071560_4",218400,884.894091415831,135.730211817168,0,535.49795615013,6181.13539861841,1110.71705800494,13995.6872001479,13523.462525203,2599.65886211408,21,0,4,4
25.9029578161,-80.1630673721,"622200160090_8",230000,815.217391304348,182.924563359346,27216,52.4526198439242,4097.80558791904,325.403125909298,14279.1500205822,12845.5596661407,4676.03926173183,63,0,8,2
25.9031540656,-80.1783270266,"622190071900_11",228500,884.894091415831,121.330360460795,1891,402.842809364548,5627.55994219609,1419.20385430767,14065.8518681737,13336.9257014333,3153.99631536552,26,0,11,4
25.9035957684,-80.1671272258,"622200060660_2",171000,903.939056112969,193.14381270903,23528,157.302118171683,4506.32732794923,593.107851917293,14270.4022969839,13021.3980544294,4277.60635971924,66,0,2,2
25.9038118297,-80.1759612559,"622190072350_6",150000,802.30397621702,170.56856187291,0,363.693794128577,5392.95635844526,1276.77140700773,14165.0333754526,13323.0268792701,3397.01234410988,68,0,6,2
25.9039079019,-80.1642971087,"622200240420_2",278000,789.669267930137,189.98513563731,16620,100.975473801561,4223.16930624659,467.866053082401,14363.1525510249,12983.3286928464,4560.97774053404,57,0,2,4
25.9039421218,-80.1720914886,"622200060440_4",195000,975.473801560758,103.307320698625,648,277.870680044593,5004.30749571863,993.430506066105,14227.7609544261,13206.4718442872,3783.58857546129,66,0,4,2
25.9041478964,-80.1761807456,"622190072270_3",120000,802.30397621702,95.0390189520624,0,376.198439241918,5416.30394128963,1317.7058766683,14199.0793937778,13365.1500639841,3375.28019454326,69,0,3,1
25.9043114745,-80.1723349461,"622200060390_8",259000,975.473801560758,142.883686361947,1540,291.99182460052,5031.00786461115,1040.03423213536,14265.4035977848,13253.6546879466,3759.60091528045,21,0,8,2
25.9043284329,-80.1718848033,"622200060370_8",250000,975.473801560758,137.774061687105,0,282.041991824601,4985.74525296116,1005.0128578688,14273.572203793,13241.0055405831,3804.25392946715,31,0,8,2
